id,created_at,amount,currency,merchant_id,merchant_vertical,country,region,payment_method_type,card_brand,wallet_type,status,failure_code,failure_category,auth_outcome,risk_level,is_disputed,is_refunded,latency_ms,channel,experiment_bucket
pmt_d5d55be068,2026-01-15T13:44:42Z,1164,usd,m_001,gaming,US,NA,card,mastercard,,succeeded,,,authorized,highest,0,0,786,web,control
pmt_df0adf1622,2026-01-16T19:51:43Z,3872,usd,m_003,ecommerce,CA,NA,card,discover,,succeeded,,,authorized,highest,0,0,1885,mobile,control
pmt_10f78df4dd,2026-01-25T12:15:18Z,22290,usd,m_001,saas,GB,EU,wallet,,google_pay,succeeded,,,authorized,highest,0,0,2283,web,routing_v2
pmt_d0cae35f43,2026-03-05T19:21:56Z,13046,usd,m_005,marketplace,DE,EU,card,mastercard,,pending,,,not_attempted,normal,0,0,1615,web,routing_v2
pmt_1a9025bc05,2026-02-12T01:32:46Z,36533,usd,m_004,saas,CA,NA,card,visa,,succeeded,,,authorized,highest,0,0,986,web,control
pmt_db8af55005,2026-01-18T15:00:09Z,29844,usd,m_002,marketplace,GB,EU,ach,,,succeeded,,,authorized,elevated,0,0,742,mobile,control
pmt_b7ffc763d7,2026-01-05T21:56:02Z,18148,usd,m_005,fintech,IN,APAC,wallet,,apple_pay,succeeded,,,authorized,normal,0,0,2847,api,control
pmt_edd7cf7f2e,2026-03-08T05:43:18Z,14270,usd,m_002,saas,GB,EU,card,visa,,succeeded,,,authorized,normal,0,0,331,mobile,control
pmt_dd349cf9ad,2026-02-23T03:10:35Z,17521,usd,m_003,gaming,IN,APAC,wallet,,apple_pay,succeeded,,,authorized,normal,0,0,559,api,routing_v2
pmt_7392b3a1c2,2026-01-14T04:15:22Z,34175,usd,m_003,saas,SG,APAC,ach,,,pending,,,not_attempted,normal,0,0,2617,web,routing_v2
pmt_2bc849d5f7,2026-03-17T03:13:02Z,8008,usd,m_004,ecommerce,CA,NA,wallet,,apple_pay,succeeded,,,authorized,highest,0,0,2519,api,routing_v2
pmt_b8830e8c53,2026-01-14T17:57:48Z,39166,usd,m_002,marketplace,CA,NA,card,mastercard,,pending,,,not_attempted,elevated,0,0,2799,api,auth_opt_v1
pmt_356890ba2d,2026-01-08T11:42:10Z,2079,usd,m_003,saas,US,NA,card,amex,,refunded,,,not_attempted,elevated,0,1,1896,web,auth_opt_v1
pmt_963f1142f9,2026-01-18T17:31:30Z,6592,usd,m_002,saas,AU,APAC,card,amex,,succeeded,,,authorized,normal,0,0,2784,api,auth_opt_v1
pmt_cb0c7ec8cd,2026-01-31T07:35:24Z,2849,usd,m_005,gaming,AU,APAC,wallet,,google_pay,pending,,,not_attempted,normal,0,0,1914,mobile,auth_opt_v1
pmt_dd1763821a,2026-02-25T02:47:59Z,40761,usd,m_004,gaming,US,NA,card,amex,,refunded,,,not_attempted,elevated,0,1,2873,mobile,auth_opt_v1
pmt_772e6df8cb,2026-02-21T16:50:25Z,31422,usd,m_001,ecommerce,SG,APAC,rtp,,,succeeded,,,authorized,normal,0,0,1155,mobile,control
pmt_f300f5607f,2026-03-14T20:21:37Z,44843,usd,m_004,marketplace,US,NA,rtp,,,refunded,,,not_attempted,normal,0,1,779,api,control
pmt_ffca67d602,2026-02-19T01:17:56Z,15939,usd,m_002,marketplace,BR,LATAM,card,discover,,succeeded,,,authorized,normal,0,0,2855,web,routing_v2
pmt_343f727ffb,2026-01-30T06:21:26Z,36456,usd,m_001,saas,BR,LATAM,card,amex,,refunded,,,not_attempted,normal,0,1,812,web,routing_v2
pmt_73da51b639,2026-01-30T13:12:23Z,13232,usd,m_004,ecommerce,US,NA,ach,,,succeeded,,,authorized,normal,0,0,2632,api,control
pmt_a1cd58c694,2026-02-02T07:30:37Z,2626,usd,m_003,gaming,BR,LATAM,card,amex,,pending,,,not_attempted,normal,0,0,1469,api,control
pmt_b973224947,2026-01-21T14:17:58Z,47387,usd,m_004,fintech,IN,APAC,card,visa,,failed,expired_card,customer,declined,normal,0,0,334,web,control
pmt_220b931177,2026-01-24T23:44:10Z,48836,usd,m_003,gaming,DE,EU,card,amex,,succeeded,,,authorized,normal,0,0,2871,api,control
pmt_7110b50d43,2026-02-24T07:55:44Z,8003,usd,m_003,gaming,BR,LATAM,card,discover,,pending,,,not_attempted,normal,0,0,1409,mobile,routing_v2
pmt_b9fe3e75e6,2026-03-16T02:07:58Z,35669,usd,m_005,ecommerce,US,NA,card,mastercard,,succeeded,,,authorized,elevated,0,0,1281,mobile,control
pmt_72b9d29be6,2026-01-09T00:47:37Z,23936,usd,m_002,fintech,DE,EU,wallet,,apple_pay,pending,,,not_attempted,highest,0,0,1218,api,control
pmt_3fbf93f3be,2026-03-12T09:51:08Z,26566,usd,m_003,marketplace,AU,APAC,card,mastercard,,succeeded,,,authorized,highest,0,0,809,mobile,routing_v2
pmt_b1845ce154,2026-02-06T02:30:25Z,41636,usd,m_001,marketplace,IN,APAC,ach,,,pending,,,not_attempted,normal,0,0,2797,web,routing_v2
pmt_9fe5f52d54,2026-02-04T19:53:20Z,2242,usd,m_001,saas,AU,APAC,card,visa,,succeeded,,,authorized,normal,0,0,2257,api,control
pmt_eef3b061e1,2026-01-27T21:40:15Z,25678,usd,m_005,ecommerce,SG,APAC,card,discover,,failed,network_error,technical,declined,normal,0,0,1238,api,control
pmt_6aa283d12d,2026-03-06T22:30:28Z,31683,usd,m_004,marketplace,GB,EU,card,mastercard,,failed,expired_card,customer,declined,highest,0,0,1256,api,routing_v2
pmt_96bbf90eee,2026-01-19T10:40:56Z,43409,usd,m_005,saas,IN,APAC,card,discover,,failed,network_error,technical,declined,normal,0,0,2271,web,control
pmt_52cf6f3471,2026-02-04T08:19:39Z,41224,usd,m_005,fintech,GB,EU,ach,,,failed,network_error,technical,declined,normal,0,0,1986,api,auth_opt_v1
pmt_52662ac96d,2026-01-21T19:33:25Z,536,usd,m_003,gaming,SG,APAC,ach,,,succeeded,,,authorized,normal,0,0,1648,api,control
pmt_5f879bbc27,2026-02-07T03:48:08Z,19042,usd,m_002,ecommerce,SG,APAC,card,discover,,succeeded,,,authorized,normal,0,0,2612,web,control
pmt_988819c3df,2026-01-24T00:23:56Z,19878,usd,m_005,saas,BR,LATAM,wallet,,google_pay,succeeded,,,authorized,normal,0,0,380,web,control
pmt_f3b8b36807,2026-03-08T19:49:25Z,45458,usd,m_003,saas,BR,LATAM,card,mastercard,,failed,insufficient_funds,bank_decline,declined,normal,0,0,1332,api,routing_v2
pmt_2be6c7de56,2026-01-11T23:32:22Z,27274,usd,m_003,saas,DE,EU,wallet,,apple_pay,succeeded,,,authorized,normal,0,0,999,web,auth_opt_v1
pmt_10268d1262,2026-01-27T21:20:01Z,18104,usd,m_001,saas,SG,APAC,ach,,,succeeded,,,authorized,normal,0,0,1913,mobile,control
pmt_6014799c84,2026-01-25T04:56:02Z,17275,usd,m_002,fintech,GB,EU,rtp,,,succeeded,,,authorized,normal,0,0,301,api,routing_v2
pmt_bedf8ca2e0,2026-03-01T19:06:25Z,40529,usd,m_001,ecommerce,AU,APAC,card,discover,,succeeded,,,authorized,normal,0,0,1919,api,routing_v2
pmt_1019394f01,2026-01-10T10:23:50Z,33569,usd,m_002,gaming,US,NA,card,amex,,succeeded,,,authorized,elevated,0,0,348,web,routing_v2
pmt_35b13522e3,2026-01-27T10:24:07Z,1735,usd,m_003,gaming,US,NA,card,amex,,failed,network_error,technical,declined,elevated,0,0,919,mobile,routing_v2
pmt_7061897370,2026-01-18T22:30:49Z,41865,usd,m_004,gaming,GB,EU,rtp,,,succeeded,,,authorized,elevated,0,0,712,web,control
pmt_3e164e99ab,2026-01-28T08:48:19Z,34070,usd,m_005,fintech,DE,EU,rtp,,,succeeded,,,authorized,highest,0,0,1427,mobile,auth_opt_v1
pmt_1e2e6a9b52,2026-01-07T02:43:07Z,47862,usd,m_002,ecommerce,BR,LATAM,ach,,,succeeded,,,authorized,highest,0,0,1514,mobile,control
pmt_1c61284f54,2026-03-01T04:47:32Z,44047,usd,m_002,marketplace,CA,NA,card,mastercard,,succeeded,,,authorized,elevated,0,0,433,api,routing_v2
pmt_c411a1b280,2026-02-14T04:33:17Z,3101,usd,m_003,saas,CA,NA,rtp,,,succeeded,,,authorized,elevated,0,0,2606,web,control
pmt_1e5b8b1724,2026-01-21T14:14:00Z,42177,usd,m_001,marketplace,DE,EU,card,mastercard,,succeeded,,,authorized,highest,0,0,1418,mobile,control
pmt_938ad5a1ef,2026-02-09T07:59:33Z,34870,usd,m_002,saas,US,NA,wallet,,apple_pay,succeeded,,,authorized,normal,0,0,2087,api,auth_opt_v1
pmt_130236e015,2026-02-28T20:11:38Z,19664,usd,m_001,gaming,SG,APAC,rtp,,,pending,,,not_attempted,normal,0,0,1522,web,routing_v2
pmt_1d6f186131,2026-02-23T19:42:50Z,7053,usd,m_004,fintech,AU,APAC,rtp,,,succeeded,,,authorized,normal,0,0,403,web,control
pmt_484d5cd500,2026-01-16T10:20:42Z,26158,usd,m_001,saas,IN,APAC,rtp,,,succeeded,,,authorized,highest,0,0,1366,mobile,control
pmt_6ff942cb30,2026-01-09T10:58:10Z,839,usd,m_002,marketplace,BR,LATAM,ach,,,succeeded,,,authorized,normal,0,0,205,mobile,control
pmt_e48241492d,2026-01-29T02:21:59Z,23354,usd,m_005,marketplace,AU,APAC,rtp,,,succeeded,,,authorized,normal,0,0,701,api,auth_opt_v1
pmt_d9b8b0c158,2026-01-14T13:49:42Z,23883,usd,m_004,gaming,IN,APAC,rtp,,,succeeded,,,authorized,highest,0,0,2701,mobile,control
pmt_999c31d699,2026-01-26T16:59:09Z,30423,usd,m_005,ecommerce,GB,EU,wallet,,apple_pay,refunded,,,not_attempted,elevated,0,1,1742,web,control
pmt_6d800c139d,2026-02-20T01:08:05Z,12723,usd,m_001,gaming,IN,APAC,card,discover,,succeeded,,,authorized,normal,0,0,2914,api,control
pmt_37707424ff,2026-01-09T23:15:45Z,23523,usd,m_005,marketplace,DE,EU,card,mastercard,,succeeded,,,authorized,normal,0,0,2253,api,routing_v2
pmt_504b26f520,2026-02-24T04:27:47Z,31353,usd,m_005,saas,SG,APAC,wallet,,google_pay,pending,,,not_attempted,highest,0,0,727,api,control
pmt_f53ef66a26,2026-02-24T13:26:32Z,33648,usd,m_004,gaming,DE,EU,card,amex,,succeeded,,,authorized,normal,0,0,694,mobile,control
pmt_571c298c5f,2026-01-27T22:46:14Z,6022,usd,m_002,ecommerce,US,NA,ach,,,refunded,,,not_attempted,normal,0,1,1932,mobile,control
pmt_6c0f9af79f,2026-02-06T17:27:53Z,42088,usd,m_004,ecommerce,US,NA,card,visa,,refunded,,,not_attempted,normal,0,1,1261,api,auth_opt_v1
pmt_fe5fc2a022,2026-03-10T18:46:24Z,47740,usd,m_001,fintech,DE,EU,card,discover,,refunded,,,not_attempted,elevated,0,1,1607,mobile,control
pmt_5e2512f512,2026-03-08T09:35:05Z,4000,usd,m_002,ecommerce,CA,NA,rtp,,,succeeded,,,authorized,normal,0,0,247,web,control
pmt_fee8259791,2026-02-28T18:22:24Z,12589,usd,m_005,saas,DE,EU,ach,,,succeeded,,,authorized,elevated,0,0,2256,api,control
pmt_e22e810627,2026-02-17T07:01:18Z,462,usd,m_001,marketplace,GB,EU,card,mastercard,,succeeded,,,authorized,normal,0,0,1848,api,control
pmt_ae6b681f55,2026-01-18T07:16:28Z,29724,usd,m_004,gaming,SG,APAC,card,mastercard,,succeeded,,,authorized,elevated,0,0,552,mobile,auth_opt_v1
pmt_1af5b71e41,2026-02-02T12:14:29Z,17647,usd,m_004,marketplace,BR,LATAM,rtp,,,failed,network_error,technical,declined,normal,0,0,889,mobile,control
pmt_893033dc05,2026-01-02T13:52:18Z,27780,usd,m_003,marketplace,GB,EU,rtp,,,failed,insufficient_funds,bank_decline,declined,elevated,0,0,2537,api,routing_v2
pmt_b27ac0755b,2026-01-09T19:45:54Z,22814,usd,m_001,saas,DE,EU,rtp,,,failed,expired_card,customer,declined,elevated,0,0,1886,web,control
pmt_de912e8558,2026-02-18T19:11:18Z,35596,usd,m_001,marketplace,CA,NA,card,mastercard,,refunded,,,not_attempted,normal,0,1,261,mobile,auth_opt_v1
pmt_89bb31ebb1,2026-02-18T22:53:13Z,10851,usd,m_005,gaming,AU,APAC,ach,,,succeeded,,,authorized,normal,0,0,1958,web,routing_v2
pmt_ca5a5134b8,2026-03-03T15:27:39Z,12060,usd,m_004,fintech,DE,EU,rtp,,,succeeded,,,authorized,normal,0,0,1350,mobile,control
pmt_bb7952aa25,2026-01-08T08:24:24Z,26123,usd,m_005,fintech,GB,EU,card,discover,,refunded,,,not_attempted,highest,0,1,2473,mobile,auth_opt_v1
pmt_79a2363ca5,2026-03-02T23:42:27Z,37103,usd,m_002,gaming,BR,LATAM,wallet,,apple_pay,succeeded,,,authorized,normal,0,0,637,web,routing_v2
pmt_0aff6b9a95,2026-02-10T01:40:37Z,32544,usd,m_002,gaming,BR,LATAM,card,mastercard,,failed,insufficient_funds,bank_decline,declined,normal,0,0,2244,mobile,routing_v2
pmt_be8b1439b0,2026-02-20T18:11:25Z,48580,usd,m_001,saas,GB,EU,card,mastercard,,refunded,,,not_attempted,normal,0,1,1327,api,control
pmt_2c14f89ea2,2026-03-12T22:03:40Z,2545,usd,m_003,saas,AU,APAC,card,visa,,failed,do_not_honor,bank_decline,declined,normal,0,0,2096,mobile,auth_opt_v1
pmt_3867ed0ad8,2026-02-16T21:03:40Z,5365,usd,m_004,ecommerce,CA,NA,ach,,,succeeded,,,authorized,normal,0,0,2178,api,routing_v2
pmt_0421530e19,2026-02-23T00:37:52Z,25024,usd,m_001,fintech,BR,LATAM,wallet,,google_pay,succeeded,,,authorized,normal,0,0,2621,web,control
pmt_1edff3089d,2026-02-25T09:08:34Z,11968,usd,m_003,fintech,GB,EU,wallet,,apple_pay,pending,,,not_attempted,highest,0,0,2193,api,routing_v2
pmt_bbfcf1991c,2026-01-17T23:52:46Z,31066,usd,m_004,fintech,SG,APAC,rtp,,,succeeded,,,authorized,normal,0,0,1690,api,routing_v2
pmt_eb76d7879c,2026-02-10T17:54:22Z,17328,usd,m_004,saas,CA,NA,rtp,,,refunded,,,not_attempted,normal,0,1,1982,mobile,auth_opt_v1
pmt_dbb7b49fee,2026-03-06T20:13:09Z,34103,usd,m_002,saas,US,NA,rtp,,,pending,,,not_attempted,elevated,0,0,694,mobile,auth_opt_v1
pmt_92abd386cc,2026-02-14T06:33:04Z,48747,usd,m_003,gaming,IN,APAC,card,mastercard,,succeeded,,,authorized,elevated,0,0,790,api,auth_opt_v1
pmt_3d9ffa8974,2026-03-07T14:59:11Z,21980,usd,m_003,marketplace,SG,APAC,ach,,,pending,,,not_attempted,elevated,0,0,918,mobile,routing_v2
pmt_9e863b3faf,2026-02-01T11:18:08Z,2039,usd,m_005,saas,GB,EU,ach,,,succeeded,,,authorized,normal,0,0,653,api,control
pmt_764124ef6b,2026-02-07T13:54:47Z,5166,usd,m_004,gaming,DE,EU,card,mastercard,,succeeded,,,authorized,normal,0,0,2012,mobile,routing_v2
pmt_77b0105ae4,2026-02-18T10:41:03Z,4770,usd,m_005,marketplace,GB,EU,rtp,,,succeeded,,,authorized,normal,0,0,2982,web,control
pmt_48df76c520,2026-01-17T13:14:41Z,19648,usd,m_003,ecommerce,AU,APAC,card,discover,,succeeded,,,authorized,highest,0,0,1291,web,routing_v2
pmt_8059ca5d39,2026-01-06T07:07:13Z,43629,usd,m_004,gaming,GB,EU,wallet,,apple_pay,succeeded,,,authorized,normal,0,0,1372,api,control
pmt_89fc447979,2026-03-14T18:18:31Z,8136,usd,m_003,gaming,GB,EU,ach,,,failed,do_not_honor,bank_decline,declined,normal,0,0,877,mobile,control
pmt_32c09b53dc,2026-01-15T17:19:35Z,41364,usd,m_004,marketplace,CA,NA,wallet,,apple_pay,failed,network_error,technical,declined,normal,0,0,2733,web,routing_v2
pmt_e90ad89be3,2026-03-13T22:28:55Z,32721,usd,m_005,gaming,SG,APAC,card,visa,,succeeded,,,authorized,normal,0,0,1782,web,control
pmt_e500f6815e,2026-01-29T10:26:20Z,8542,usd,m_004,gaming,SG,APAC,card,mastercard,,pending,,,not_attempted,normal,0,0,344,web,control
pmt_77701672e5,2026-01-30T06:13:00Z,1614,usd,m_002,marketplace,BR,LATAM,card,mastercard,,succeeded,,,authorized,normal,0,0,486,api,auth_opt_v1
pmt_ac1c9a34f1,2026-03-01T08:41:18Z,23390,usd,m_002,fintech,IN,APAC,ach,,,failed,expired_card,customer,declined,normal,0,0,2584,web,routing_v2
pmt_142a32ea8b,2026-02-27T11:51:05Z,21557,usd,m_003,gaming,IN,APAC,card,discover,,succeeded,,,authorized,normal,0,0,1060,api,control
pmt_c6f9f01d88,2026-01-04T02:22:46Z,29633,usd,m_003,saas,SG,APAC,card,mastercard,,failed,expired_card,customer,declined,normal,0,0,1687,api,control
pmt_f47acc3f71,2026-01-01T08:31:22Z,13450,usd,m_004,marketplace,BR,LATAM,card,mastercard,,succeeded,,,authorized,highest,0,0,627,mobile,control
pmt_445c6ec5fc,2026-03-11T08:55:29Z,8030,usd,m_001,gaming,AU,APAC,ach,,,succeeded,,,authorized,normal,0,0,1705,mobile,routing_v2
pmt_a6490f1843,2026-01-21T05:56:50Z,3325,usd,m_004,fintech,US,NA,rtp,,,pending,,,not_attempted,normal,0,0,2010,api,auth_opt_v1
pmt_da75d49691,2026-03-06T00:00:50Z,25085,usd,m_003,saas,BR,LATAM,card,visa,,refunded,,,not_attempted,normal,0,1,2655,mobile,control
pmt_6908097a86,2026-03-15T15:06:19Z,3575,usd,m_003,saas,SG,APAC,card,amex,,failed,insufficient_funds,bank_decline,declined,elevated,0,0,1528,api,routing_v2
pmt_6a835c19fd,2026-02-20T01:16:53Z,699,usd,m_005,fintech,CA,NA,card,amex,,failed,do_not_honor,bank_decline,declined,normal,0,0,1942,web,control
pmt_c4294d572a,2026-02-19T08:19:26Z,35101,usd,m_001,gaming,AU,APAC,wallet,,apple_pay,succeeded,,,authorized,normal,0,0,1866,api,routing_v2
pmt_ea4dd1c39b,2026-01-27T17:19:07Z,21142,usd,m_002,gaming,DE,EU,ach,,,succeeded,,,authorized,normal,0,0,2135,api,auth_opt_v1
pmt_4a56b6ff14,2026-03-04T02:33:25Z,39640,usd,m_002,marketplace,IN,APAC,rtp,,,succeeded,,,authorized,normal,0,0,525,web,routing_v2
pmt_c8a6c9fa11,2026-02-02T04:31:33Z,23628,usd,m_004,saas,GB,EU,card,visa,,refunded,,,not_attempted,elevated,0,1,2079,api,routing_v2
pmt_55f513c010,2026-01-02T18:46:19Z,38724,usd,m_003,marketplace,IN,APAC,card,visa,,succeeded,,,authorized,normal,0,0,763,mobile,auth_opt_v1
pmt_77e31d36da,2026-01-02T14:16:55Z,33541,usd,m_001,ecommerce,CA,NA,rtp,,,failed,network_error,technical,declined,normal,0,0,2077,web,control
pmt_8bf3725a6a,2026-01-22T11:53:36Z,16133,usd,m_004,fintech,CA,NA,card,visa,,succeeded,,,authorized,highest,0,0,2298,api,control
pmt_048f6d0ee6,2026-03-04T06:30:44Z,14275,usd,m_002,gaming,US,NA,ach,,,succeeded,,,authorized,normal,0,0,2903,api,auth_opt_v1
pmt_4f1f2307f7,2026-02-01T10:35:41Z,8178,usd,m_004,ecommerce,AU,APAC,ach,,,succeeded,,,authorized,normal,0,0,2520,api,control
pmt_61d33705be,2026-01-25T11:46:32Z,31645,usd,m_003,ecommerce,IN,APAC,card,visa,,succeeded,,,authorized,normal,0,0,1489,web,control
pmt_38f5889986,2026-02-27T14:26:32Z,3713,usd,m_001,fintech,AU,APAC,card,visa,,succeeded,,,authorized,normal,0,0,1336,api,routing_v2
pmt_362a957c05,2026-03-17T04:49:20Z,44336,usd,m_002,marketplace,CA,NA,wallet,,google_pay,refunded,,,not_attempted,elevated,0,1,1591,mobile,control
pmt_969a602326,2026-02-20T14:18:36Z,34913,usd,m_001,gaming,GB,EU,wallet,,google_pay,pending,,,not_attempted,elevated,0,0,809,mobile,control
pmt_3f5c30887b,2026-03-15T04:25:31Z,6473,usd,m_003,marketplace,GB,EU,ach,,,succeeded,,,authorized,elevated,0,0,1001,api,routing_v2
pmt_f88344e41e,2026-02-14T10:39:50Z,43617,usd,m_001,ecommerce,SG,APAC,card,discover,,refunded,,,not_attempted,normal,0,1,1135,web,control
pmt_5d3dbcb9e5,2026-01-01T05:28:20Z,15964,usd,m_002,saas,GB,EU,card,discover,,pending,,,not_attempted,elevated,0,0,2655,web,auth_opt_v1
pmt_266ea8da29,2026-01-17T05:06:13Z,18568,usd,m_002,fintech,US,NA,card,discover,,succeeded,,,authorized,normal,0,0,650,web,control
pmt_5ff300462d,2026-01-27T10:00:51Z,23350,usd,m_002,fintech,CA,NA,ach,,,pending,,,not_attempted,normal,0,0,1900,mobile,auth_opt_v1
pmt_3c23f0b605,2026-01-23T05:23:30Z,27782,usd,m_003,marketplace,US,NA,card,amex,,succeeded,,,authorized,normal,0,0,282,web,routing_v2
pmt_551ba6ba2d,2026-01-25T19:07:27Z,11666,usd,m_001,ecommerce,US,NA,ach,,,succeeded,,,authorized,normal,0,0,1831,mobile,control
pmt_44dab7f14f,2026-01-23T14:06:18Z,16054,usd,m_005,saas,IN,APAC,wallet,,apple_pay,succeeded,,,authorized,normal,0,0,2031,api,auth_opt_v1
pmt_9bfc15459c,2026-01-24T03:11:22Z,37667,usd,m_001,gaming,SG,APAC,ach,,,succeeded,,,authorized,highest,0,0,909,web,control
pmt_c120bd04cd,2026-01-24T08:07:57Z,23521,usd,m_002,ecommerce,DE,EU,rtp,,,succeeded,,,authorized,normal,0,0,2047,api,control
pmt_fc997d90d6,2026-02-03T08:35:48Z,35793,usd,m_003,saas,IN,APAC,card,mastercard,,refunded,,,not_attempted,normal,0,1,2754,web,control
pmt_8c72ba96e6,2026-03-03T02:37:36Z,46421,usd,m_002,fintech,CA,NA,card,visa,,failed,fraud_detected,fraud,declined,highest,0,0,2527,web,auth_opt_v1
pmt_258c790948,2026-02-24T18:43:42Z,42226,usd,m_002,fintech,CA,NA,card,mastercard,,succeeded,,,authorized,normal,0,0,1394,api,auth_opt_v1
pmt_197c6d6f42,2026-03-13T05:17:45Z,23148,usd,m_001,fintech,GB,EU,ach,,,pending,,,not_attempted,normal,0,0,1796,web,routing_v2
pmt_5157a2bb79,2026-02-11T19:18:46Z,28349,usd,m_004,ecommerce,GB,EU,card,mastercard,,failed,do_not_honor,bank_decline,declined,normal,0,0,1117,mobile,control
pmt_650d8fd893,2026-01-26T20:28:08Z,9230,usd,m_003,fintech,DE,EU,card,discover,,succeeded,,,authorized,elevated,0,0,1475,api,routing_v2
pmt_3d36076207,2026-03-15T07:58:19Z,31307,usd,m_001,ecommerce,DE,EU,card,visa,,refunded,,,not_attempted,highest,0,1,1540,mobile,auth_opt_v1
pmt_13c17178c7,2026-02-18T19:32:17Z,33832,usd,m_005,fintech,SG,APAC,card,visa,,pending,,,not_attempted,normal,0,0,1844,web,routing_v2
pmt_0d9b8a4d88,2026-01-18T11:18:49Z,44747,usd,m_001,ecommerce,IN,APAC,card,amex,,succeeded,,,authorized,normal,0,0,1229,mobile,control
pmt_af44b2ba3f,2026-02-08T17:41:58Z,34211,usd,m_004,ecommerce,GB,EU,card,discover,,succeeded,,,authorized,highest,0,0,2359,web,auth_opt_v1
pmt_8f04974b41,2026-03-16T20:15:47Z,28489,usd,m_003,gaming,BR,LATAM,rtp,,,succeeded,,,authorized,elevated,0,0,315,mobile,auth_opt_v1
pmt_43ae153d97,2026-03-17T00:37:19Z,27958,usd,m_004,gaming,GB,EU,card,amex,,failed,expired_card,customer,declined,normal,0,0,1283,web,control
pmt_432dcefb15,2026-03-17T14:43:32Z,34514,usd,m_002,marketplace,CA,NA,card,mastercard,,succeeded,,,authorized,normal,0,0,1171,mobile,control
pmt_b8192151b1,2026-01-15T18:25:17Z,18034,usd,m_001,saas,BR,LATAM,ach,,,succeeded,,,authorized,normal,0,0,324,web,auth_opt_v1
pmt_e9b88d9c5f,2026-03-01T07:01:40Z,41587,usd,m_001,marketplace,DE,EU,card,amex,,succeeded,,,authorized,highest,0,0,2553,web,routing_v2
pmt_a2a2784fd9,2026-02-09T17:26:05Z,47323,usd,m_003,saas,GB,EU,rtp,,,succeeded,,,authorized,normal,0,0,1246,web,auth_opt_v1
pmt_563fd73cdc,2026-03-04T12:02:53Z,45401,usd,m_005,marketplace,SG,APAC,rtp,,,succeeded,,,authorized,normal,0,0,1161,mobile,auth_opt_v1
pmt_624e2d0ddb,2026-01-16T07:53:26Z,4535,usd,m_001,fintech,US,NA,rtp,,,succeeded,,,authorized,highest,0,0,2491,web,auth_opt_v1
pmt_3db0e7cdf9,2026-02-21T00:50:02Z,8372,usd,m_002,saas,AU,APAC,card,mastercard,,succeeded,,,authorized,highest,1,0,2923,web,auth_opt_v1
pmt_db96f5a230,2026-02-16T10:02:16Z,41775,usd,m_002,fintech,IN,APAC,card,mastercard,,succeeded,,,authorized,elevated,0,0,1685,api,routing_v2
pmt_72ff38aaa1,2026-02-07T03:07:15Z,46058,usd,m_002,ecommerce,DE,EU,card,visa,,pending,,,not_attempted,normal,0,0,874,web,control
pmt_41b0492a4c,2026-01-17T04:54:46Z,38182,usd,m_001,saas,IN,APAC,ach,,,succeeded,,,authorized,elevated,0,0,2245,mobile,auth_opt_v1
pmt_49ef2b1865,2026-02-04T15:44:15Z,35535,usd,m_005,ecommerce,IN,APAC,wallet,,apple_pay,succeeded,,,authorized,normal,0,0,2992,web,control
pmt_f29856c623,2026-01-24T22:08:27Z,17638,usd,m_002,gaming,IN,APAC,card,amex,,succeeded,,,authorized,normal,0,0,1372,api,routing_v2
pmt_6c78aa2750,2026-02-25T03:50:59Z,12056,usd,m_004,gaming,GB,EU,card,amex,,succeeded,,,authorized,elevated,0,0,2224,mobile,control
pmt_c35881a8b3,2026-03-05T18:32:11Z,14389,usd,m_002,fintech,SG,APAC,wallet,,google_pay,pending,,,not_attempted,elevated,0,0,2399,api,control
pmt_dfdc83906e,2026-03-11T10:33:45Z,27248,usd,m_001,gaming,DE,EU,rtp,,,failed,do_not_honor,bank_decline,declined,normal,0,0,1031,api,auth_opt_v1
pmt_6cf6584b5f,2026-03-07T19:43:32Z,45977,usd,m_005,fintech,AU,APAC,card,visa,,succeeded,,,authorized,normal,0,0,1510,web,control
pmt_a62e119a2a,2026-01-22T09:58:02Z,19809,usd,m_003,gaming,CA,NA,card,discover,,succeeded,,,authorized,highest,0,0,1656,api,control
pmt_b880220f2b,2026-03-15T05:40:49Z,30309,usd,m_001,fintech,IN,APAC,card,amex,,succeeded,,,authorized,normal,0,0,652,web,control
pmt_54fbc02fb5,2026-02-08T11:14:13Z,38131,usd,m_003,gaming,BR,LATAM,card,discover,,failed,do_not_honor,bank_decline,declined,normal,0,0,496,web,routing_v2
pmt_dc74ee215b,2026-02-11T16:34:26Z,32644,usd,m_004,gaming,SG,APAC,wallet,,apple_pay,succeeded,,,authorized,normal,0,0,1315,mobile,control
pmt_85f8dfeee2,2026-01-06T15:28:38Z,33198,usd,m_001,ecommerce,DE,EU,ach,,,failed,insufficient_funds,bank_decline,declined,normal,0,0,1806,mobile,routing_v2
pmt_f417cbd68b,2026-01-07T18:50:23Z,32008,usd,m_005,gaming,US,NA,ach,,,succeeded,,,authorized,normal,0,0,2195,web,auth_opt_v1
pmt_73d8992255,2026-01-23T07:27:40Z,27198,usd,m_005,saas,SG,APAC,card,visa,,failed,fraud_detected,fraud,declined,normal,0,0,1988,web,control
pmt_5d02aa9e8e,2026-03-08T06:39:52Z,37044,usd,m_002,ecommerce,US,NA,ach,,,pending,,,not_attempted,normal,0,0,1884,api,auth_opt_v1
